customerid,ordercount,totalspent
671,127,259809.41
7099,117,259775.29
6161,118,259750.61
1611,117,259744.91
2278,109,259724.23
6308,109,259706.28
1313,113,259670.76
5863,110,259651.09
867,114,259649.06
4525,112,259640.97
550,113,259635.15
7851,117,259632.48
9471,109,259632.45
1176,109,259613.96
8425,115,259612.00
9143,108,259607.90
3703,106,259563.66
1398,110,259544.20
8105,116,259533.86
6449,112,259532.20
5951,102,259530.76
2381,109,259525.64
6959,108,259520.39
4201,105,259513.81
1801,105,259511.63
2371,116,259488.87
7604,116,259483.62
2647,99,259463.59
9850,96,259458.44
3951,106,259447.80
9026,102,259423.87
2174,101,259406.62
8652,111,259382.47
8814,119,259379.90
4189,108,259378.04
6360,106,259375.61
8254,111,259372.42
6918,113,259365.97
6361,105,259364.14
5794,104,259331.77
8649,115,259322.29
9729,103,259311.05
5436,112,259306.92
6792,114,259304.50
301,107,259271.00
4996,120,259253.14
4194,112,259250.80
4498,109,259231.36
5520,114,259223.93
828,115,259210.62
5139,109,259199.61
4612,101,259148.52
574,108,259147.94
3817,115,259136.50
5638,103,259096.24
604,110,259038.88
969,103,259024.43
4497,114,259013.67
3941,116,259006.43
2742,113,259005.97
3091,109,259000.13
2302,104,258990.37
9694,115,258970.23
2491,105,258957.24
8562,100,258954.42
9669,118,258925.44
8674,111,258923.06
1624,115,258914.56
9540,105,258889.24
7643,119,258875.33
7291,106,258873.44
9142,114,258870.72
8235,112,258828.47
1134,117,258817.87
9583,120,258793.42
8467,106,258791.53
9432,113,258786.12
3322,102,258761.45
3821,112,258759.61
6580,106,258753.16
6510,103,258750.81
8455,100,258705.15
1435,100,258698.06
8081,96,258697.84
6791,110,258690.60
5719,113,258678.40
8169,98,258674.83
7238,115,258655.82
8529,113,258622.70
7661,105,258560.48
2102,101,258556.12
9078,114,258530.41
8528,104,258518.00
3101,102,258511.93
3111,106,258511.26
3183,103,258510.97
7282,98,258509.39
7785,114,258506.24
126,112,258503.55
7456,110,258486.20
5561,106,258463.57
8786,111,258461.61
9506,116,258459.96
3046,119,258458.37
8668,107,258453.82
4709,107,258425.53
3196,112,258423.20
1903,112,258411.04
2003,106,258403.03
4117,108,258371.35
8088,103,258343.46
8892,98,258340.83
9443,110,258326.66
1736,107,258269.54
2766,105,258250.17
5566,104,258234.84
2068,106,258210.96
8478,110,258192.92
1901,101,258186.17
719,110,258183.54
654,104,258178.42
4669,109,258171.97
9544,121,258155.08
5726,107,258125.70
5385,113,258119.72
7164,108,258108.42
8351,106,258095.08
2562,108,258088.60
7473,103,258081.21
691,109,258061.30
359,111,258056.28
7397,105,258049.08
4053,107,258040.34
1498,108,258033.22
7034,108,258017.72
4587,110,258009.92
6423,107,257985.44
5936,106,257976.64
7219,111,257949.96
5444,115,257928.33
8500,108,257888.60
9805,101,257859.50
9295,118,257786.70
5595,106,257776.48
3226,109,257771.39
317,103,257758.99
4419,118,257757.03
4148,106,257750.36
9056,103,257749.63
6128,102,257740.35
1183,119,257706.53
3499,109,257699.18
798,107,257687.50
6363,106,257672.32
1227,102,257629.47
5540,100,257621.06
6444,104,257613.43
8847,105,257612.41
5206,108,257602.87
1187,107,257600.86
1607,109,257589.94
7902,107,257587.32
5636,106,257558.58
7061,109,257554.50
1543,116,257541.66
9962,117,257525.99
836,99,257519.41
1128,100,257516.84
5509,113,257484.09
3971,109,257471.95
9680,108,257442.92
8299,112,257442.58
2222,120,257433.71
8846,115,257433.59
4385,112,257432.79
3090,110,257426.35
7914,111,257406.24
4660,106,257398.65
9658,99,257384.77
6618,115,257378.45
3061,106,257366.90
9406,105,257357.25
4039,102,257353.48
3754,107,257327.83
3988,109,257317.18
7830,103,257310.32
548,99,257301.03
8855,113,257299.62
3589,109,257293.30
343,105,257276.36
4245,109,257270.75
5076,103,257264.39
3593,104,257248.06
1173,115,257245.03
3808,111,257229.13
8267,113,257227.96
1600,108,257215.89
9541,116,257205.86
4898,115,257204.12
9550,118,257201.29
2250,105,257188.76
5248,107,257150.37
8421,105,257135.53
1514,102,257124.95
1786,112,257122.83
8598,106,257099.85
1368,105,257098.07
3595,108,257086.28
7951,113,257082.90
1053,114,257079.20
3227,114,257059.85
7642,102,257045.59
9360,110,257027.95
6048,113,257004.55
1467,105,257004.09
7547,105,257002.48
5573,109,256957.96
736,108,256943.54
5223,109,256941.34
8323,97,256924.34
2336,110,256919.86
2037,105,256916.71
5302,102,256863.82
5479,117,256848.85
7953,103,256845.31
5975,108,256833.96
9166,106,256822.86
9185,110,256770.26
416,97,256766.25
1726,111,256737.87
6623,106,256719.63
7215,99,256711.15
2191,102,256708.18
8730,108,256708.05
825,105,256688.13
7499,106,256665.63
1703,111,256664.40
3077,112,256658.93
2230,111,256653.40
1832,103,256647.60
8798,116,256641.00
1675,110,256637.64
4383,111,256619.43
197,103,256613.92
5563,113,256566.25
9398,113,256563.31
4143,113,256555.76
9105,104,256549.86
4085,106,256541.15
4853,107,256523.99
2319,116,256519.34
1818,113,256514.31
9963,101,256479.03
3409,118,256473.81
3830,116,256471.41
6433,116,256469.96
1777,112,256462.91
3336,100,256451.70
9371,102,256450.65
8835,100,256424.03
6712,103,256418.72
6782,109,256415.14
7644,116,256365.54
8688,113,256360.83
8408,107,256358.09
1356,118,256355.02
9311,117,256349.17
7421,105,256344.00
1098,111,256317.60
5775,114,256309.84
7064,106,256289.73
9110,107,256284.71
26,103,256260.68
3721,105,256254.29
1534,100,256247.73
5745,94,256213.56
9212,109,256213.53
8094,113,256198.11
9400,104,256196.85
589,115,256195.10
8609,102,256189.06
971,113,256181.39
2547,106,256177.56
3661,119,256141.92
2668,108,256116.41
7441,109,256111.09
7147,103,256102.61
6113,109,256099.87
356,106,256093.34
8823,115,256078.33
903,112,256057.15
6301,106,256030.96
6041,108,256000.78
425,110,255991.02
4873,111,255979.28
7675,102,255978.54
4718,112,255963.42
6029,106,255963.22
2832,109,255954.00
8339,101,255933.64
7759,107,255920.73
6779,104,255916.54
6332,110,255897.66
5662,112,255892.03
9817,106,255885.43
6203,111,255883.39
1803,113,255873.89
5284,102,255852.68
1099,100,255848.79
8894,111,255840.11
4464,109,255827.79
1259,109,255825.30
7230,106,255811.51
2634,101,255806.44
9404,107,255784.92
3737,104,255775.27
8560,101,255748.43
3096,116,255727.07
5809,101,255711.70
4306,101,255687.37
5911,110,255684.64
1559,108,255682.02
4739,111,255677.59
1084,106,255669.69
6876,116,255667.38
5857,107,255666.56
881,114,255661.46
8014,106,255660.03
9615,112,255647.29
3490,121,255640.46
9922,108,255637.61
8377,104,255637.48
3076,105,255608.87
1895,105,255592.54
5330,99,255577.40
760,110,255551.32
1873,102,255549.68
7199,111,255547.06
6877,108,255546.73
3500,106,255507.17
4895,106,255491.44
5542,108,255488.82
9676,113,255481.78
6929,108,255476.80
7629,103,255467.47
5487,98,255463.32
5878,101,255451.22
2097,102,255436.23
2359,100,255423.66
3065,111,255405.04
8030,107,255379.13
6497,116,255375.52
9511,117,255371.17
3460,94,255367.01
8651,106,255351.21
2597,114,255348.70
5331,100,255348.30
3979,103,255345.33
8704,101,255332.96
5924,106,255315.02
4954,116,255309.83
8975,108,255301.82
9683,102,255296.80
6532,110,255289.64
8382,106,255281.27
5777,111,255275.51
3097,108,255267.35
7108,101,255236.00
3620,113,255230.70
7247,106,255225.72
5078,105,255225.14
3724,100,255221.99
3591,108,255218.68
6691,107,255183.27
7236,111,255180.49
9293,109,255168.54
2573,103,255164.04
5361,115,255157.54
9626,98,255156.25
8595,113,255137.47
3848,104,255136.48
2270,113,255134.69
6619,112,255112.59
6235,115,255095.64
6270,112,255067.76
4906,105,255067.71
8757,118,255054.86
1692,111,255012.60
1908,109,254988.43
9839,110,254984.13
6690,108,254981.50
5465,113,254968.82
4751,103,254965.92
3136,117,254965.74
4179,112,254946.60
7683,105,254932.02
5734,110,254931.63
8901,107,254923.13
3379,106,254906.81
6354,104,254896.92
918,106,254894.41
9531,117,254894.28
973,105,254885.58
7690,102,254881.31
998,109,254880.69
492,110,254865.58
2965,94,254852.86
7183,113,254822.01
6775,100,254805.12
1956,115,254799.76
588,106,254791.70
4215,105,254761.30
8876,113,254750.23
6663,111,254733.70
3657,107,254719.44
9618,111,254715.03
6137,113,254711.58
1469,102,254687.11
9364,111,254686.25
4806,108,254684.86
3756,109,254675.15
1575,111,254672.69
1343,102,254671.28
7554,93,254669.63
4817,110,254656.28
329,94,254638.42
5003,101,254637.95
9928,116,254626.85
8716,103,254619.87
3672,107,254613.24
1135,116,254564.93
8313,113,254531.52
901,100,254517.31
1950,107,254501.54
6806,106,254477.66
5956,107,254440.69
3172,101,254429.68
8316,108,254408.37
5852,109,254385.45
4520,101,254360.73
1168,105,254344.88
1696,103,254339.50
9260,98,254327.98
1024,101,254327.17
3935,105,254314.12
9986,103,254308.66
462,103,254308.60
6621,112,254289.98
5371,100,254264.61
8438,111,254253.19
9401,94,254242.90
6013,107,254238.35
844,115,254238.35
3579,106,254233.86
6895,112,254196.96
6945,115,254188.19
4580,114,254187.52
1822,109,254184.94
1538,102,254184.27
5128,113,254164.07
62,118,254149.79
5475,110,254140.43
6006,114,254139.69
1550,116,254136.73
377,92,254126.54
2171,102,254111.65
2807,114,254107.43
6233,98,254105.10
8719,106,254084.48
5221,118,254041.97
5362,118,254026.68
8480,105,254024.23
3963,106,254018.91
6345,105,253996.90
9695,109,253973.97
4854,110,253972.72
6559,109,253970.69
7157,115,253956.29
7074,113,253945.38
8301,115,253943.16
8561,104,253938.69
1195,108,253935.73
7350,96,253920.60
9037,97,253919.34
2872,103,253895.54
1146,106,253867.71
4790,105,253853.67
2112,105,253850.95
8933,119,253836.61
7208,104,253831.52
1858,92,253828.83
4650,106,253827.32
6191,109,253826.66
9538,101,253814.24
9419,109,253810.92
3037,105,253786.17
8137,103,253785.64
7052,108,253782.25
2266,112,253750.77
1316,109,253750.62
1850,111,253737.82
6025,110,253723.85
1990,109,253709.68
9892,101,253707.27
3348,102,253705.23
6729,110,253699.16
1546,104,253691.93
5832,111,253678.54
6913,95,253642.19
3911,110,253637.36
8637,102,253630.39
2501,103,253620.79
6731,108,253618.25
7416,105,253598.67
7010,102,253594.06
4823,97,253582.92
1615,108,253572.50
1493,113,253564.12
3386,105,253562.16
9193,107,253554.55
5743,107,253531.69
9146,106,253531.38
9798,106,253513.03
6796,108,253511.80
9982,115,253508.03
1436,95,253500.14
9981,102,253475.71
1415,101,253470.00
884,108,253467.75
2640,102,253456.79
4451,105,253443.19
390,115,253441.54
7100,124,253423.30
9387,95,253420.53
330,112,253411.85
1682,121,253385.33
8983,107,253378.73
1076,117,253366.70
1485,110,253361.22
3296,106,253326.29
5470,100,253324.71
7165,106,253298.88
3462,117,253297.05
230,103,253295.70
3782,112,253291.06
8015,106,253267.93
6334,106,253260.91
3454,110,253240.39
344,95,253238.14
2665,106,253231.73
3098,104,253214.46
2450,96,253206.33
7725,109,253192.62
5715,100,253184.86
3660,117,253177.46
1237,106,253163.11
5367,108,253147.12
8712,120,253123.97
3261,112,253118.78
8066,112,253114.24
5593,112,253108.89
8217,104,253090.59
6412,101,253083.77
2776,114,253082.08
5218,105,253024.05
9753,111,253015.18
4243,114,253004.84
8589,114,252990.80
2430,100,252984.24
4375,100,252968.17
7022,112,252958.11
6522,99,252957.06
2726,110,252953.70
9314,103,252949.05
5596,114,252943.13
3024,109,252887.40
7150,107,252878.02
3473,113,252876.93
3984,113,252873.86
2251,122,252864.35
8971,105,252863.26
6422,110,252852.86
5977,100,252812.12
3069,98,252796.71
2119,101,252784.62
8230,106,252777.70
6491,102,252774.19
9890,102,252766.19
4253,113,252763.14
9203,108,252762.98
1762,93,252761.08
6178,113,252756.95
163,105,252752.36
9672,109,252751.64
9150,103,252747.27
5048,107,252740.90
3054,111,252736.24
6453,114,252734.35
5952,109,252732.67
4293,111,252712.69
1340,104,252703.49
6061,104,252696.79
4400,119,252692.37
3120,102,252683.75
7563,108,252677.75
3527,97,252644.60
3562,110,252634.76
6410,112,252613.76
6170,101,252601.35
7600,109,252596.94
1775,99,252583.70
9970,104,252556.11
2091,111,252509.63
7289,107,252506.58
3615,109,252503.77
8669,105,252500.23
4180,100,252489.89
2698,105,252482.64
9416,106,252482.27
5390,106,252480.05
8593,112,252479.44
2955,111,252478.50
8175,106,252468.88
1381,112,252438.44
6340,100,252435.80
6425,106,252405.23
4767,106,252403.88
9290,107,252398.59
5037,114,252389.84
2151,99,252357.26
6379,109,252337.33
1401,107,252329.55
5405,104,252321.25
1262,101,252313.43
1450,102,252311.95
2459,103,252296.82
3079,107,252295.57
6473,101,252295.07
3713,95,252292.86
6784,104,252288.39
7501,111,252281.60
705,113,252273.39
1737,104,252271.34
9681,107,252271.32
6686,105,252255.63
4593,112,252249.00
5103,105,252236.16
5354,106,252230.70
1332,102,252218.11
8280,105,252205.32
5532,113,252195.45
6630,105,252166.53
6401,105,252147.50
3205,94,252127.98
5905,100,252126.53
3920,114,252113.87
9047,110,252101.20
2878,101,252094.52
4871,117,252067.34
4766,99,252063.05
4299,102,252058.58
9128,101,252027.85
4323,103,252027.82
5008,111,252019.71
4101,103,252016.18
8956,106,252010.93
8139,106,252010.66
9742,107,251999.74
3030,111,251998.99
7114,102,251989.03
3890,113,251986.26
9465,103,251983.65
96,106,251975.68
4707,100,251951.53
5373,107,251948.87
7869,97,251946.98
5966,111,251946.46
1688,106,251942.52
7541,119,251932.95
2506,102,251926.44
7594,110,251912.12
675,106,251904.84
8913,108,251900.42
4430,102,251894.17
3186,111,251889.93
5754,110,251885.15
6697,97,251874.73
9521,111,251874.17
4690,110,251870.87
6016,107,251857.51
1828,105,251856.32
4738,103,251855.90
2379,97,251844.37
2947,105,251830.13
2265,101,251817.28
2144,103,251817.08
1962,111,251813.69
4043,108,251805.41
8304,102,251798.41
9578,101,251791.97
7561,109,251784.90
528,100,251773.51
2817,102,251762.50
5830,102,251758.31
512,110,251757.30
5261,104,251753.30
6641,111,251745.75
2691,93,251744.69
304,115,251712.55
208,110,251672.32
9836,97,251668.02
8414,104,251644.83
7921,110,251629.53
5756,102,251628.02
4088,108,251624.14
5938,108,251610.50
8101,107,251587.97
9157,101,251587.54
2565,110,251581.63
1969,107,251563.84
2342,99,251555.87
4787,104,251538.92
3625,120,251503.42
2441,95,251493.00
9240,112,251486.18
7783,109,251469.83
7053,104,251467.20
2914,100,251466.15
5006,111,251458.73
2975,114,251457.87
6643,112,251456.38
4229,109,251453.38
8159,117,251451.08
4218,104,251441.79
5226,109,251435.86
8479,108,251428.09
8866,103,251413.71
9393,115,251370.49
7158,115,251368.12
6817,119,251359.54
3013,100,251354.57
7784,112,251350.26
7716,101,251333.44
513,112,251332.95
1264,114,251319.48
5514,109,251296.21
2729,104,251291.49
920,106,251287.90
4276,100,251272.10
4269,100,251271.79
1780,88,251262.52
3529,106,251254.71
8692,114,251206.73
1527,107,251199.19
9395,106,251189.54
1002,104,251175.69
5383,108,251170.76
5418,108,251145.41
2797,102,251130.81
7570,121,251128.11
381,103,251122.12
7279,98,251121.53
1716,113,251118.87
7591,106,251116.06
4393,107,251111.27
5365,97,251088.60
7940,102,251083.80
3566,110,251079.74
5455,101,251073.19
7866,114,251062.80
2638,110,251059.98
4840,106,251050.42
4883,116,251045.41
631,120,251040.02
2078,115,251023.63
6934,106,251022.77
4461,100,250997.46
7440,108,250989.49
1638,115,250980.22
3745,109,250978.82
8937,114,250976.29
2110,108,250970.91
1891,105,250961.77
4606,107,250958.61
8273,100,250953.03
9479,100,250951.52
3716,107,250946.01
6432,102,250928.67
4336,92,250927.54
8929,105,250915.78
8915,107,250900.72
526,105,250850.26
3486,111,250814.29
9663,123,250804.58
8703,106,250787.61
9925,104,250784.76
5976,102,250751.71
764,110,250745.51
7823,116,250734.42
7346,112,250734.33
3093,114,250723.90
670,111,250719.75
2194,108,250718.80
851,102,250712.53
4456,108,250688.19
6189,111,250688.17
2716,108,250668.89
8375,99,250665.05
4350,112,250649.39
6202,105,250633.59
2148,108,250630.39
5798,102,250623.52
772,101,250607.33
3439,107,250604.27
8910,103,250592.35
5802,102,250589.33
8356,111,250582.46
5315,115,250577.90
6068,110,250574.67
8639,113,250563.45
7395,93,250549.55
4948,101,250539.68
8231,110,250517.69
6880,109,250511.09
6245,92,250498.82
293,115,250497.90
6732,96,250479.50
7589,108,250474.34
4371,107,250469.52
9462,110,250467.71
8491,104,250462.77
9763,108,250452.03
2609,114,250444.30
6045,116,250428.85
7392,112,250427.63
5736,108,250405.19
8682,112,250404.87
666,106,250392.38
3314,107,250379.53
8596,111,250371.91
921,103,250361.34
4855,105,250346.57
3011,110,250330.01
9322,103,250329.69
202,102,250317.74
6823,109,250317.63
7918,99,250314.83
9767,110,250304.64
8380,106,250296.15
7502,107,250288.87
557,111,250258.86
4838,108,250255.64
4782,106,250252.90
5984,106,250236.48
3129,104,250234.52
7412,107,250222.46
5512,110,250219.04
1712,112,250211.72
9674,100,250203.89
2749,107,250202.16
3251,106,250202.01
9899,107,250188.10
8446,108,250142.98
7233,101,250133.73
5406,96,250120.83
5463,105,250118.56
8099,96,250114.40
9510,112,250104.13
1132,107,250093.59
8390,108,250075.52
895,105,250075.43
5321,108,250049.00
4880,99,250033.31
8234,103,250032.83
7798,104,250012.30
9554,97,249996.43
8841,109,249996.21
5660,98,249993.05
2178,108,249944.97
3152,111,249941.69
9573,105,249930.19
7400,109,249922.52
9427,117,249908.36
533,105,249906.57
318,98,249903.67
9619,109,249900.21
6195,110,249866.51
3293,105,249841.69
8834,105,249829.83
7345,112,249818.49
3882,110,249813.70
5293,109,249800.40
3351,111,249784.76
6759,115,249778.14
5965,98,249776.18
9265,110,249768.80
7829,103,249765.20
5165,105,249764.09
4149,106,249738.50
5537,105,249738.48
6230,101,249737.11
8830,105,249736.61
3267,114,249722.53
5797,113,249718.75
789,107,249714.21
4206,95,249713.74
7431,106,249700.75
2497,113,249689.71
2227,103,249680.54
326,109,249675.99
4280,106,249672.45
7586,110,249668.73
9665,114,249642.46
5820,107,249614.39
1019,93,249614.30
3285,105,249614.13
8998,110,249609.23
8403,98,249599.50
6243,111,249566.29
2432,99,249533.15
1410,104,249530.26
3707,106,249525.44
4312,102,249507.77
7821,102,249496.67
5382,106,249490.89
8129,111,249481.72
5179,100,249478.66
4147,105,249472.89
8308,102,249469.88
1169,109,249463.54
2269,101,249445.35
5085,104,249442.08
3822,106,249407.36
8473,102,249404.19
4476,110,249393.00
3318,109,249390.18
6662,111,249390.06
6370,111,249358.79
4818,93,249357.46
2607,108,249356.21
9516,105,249354.02
7293,103,249353.02
782,114,249352.04
2004,95,249327.00
9714,104,249311.94
2047,104,249308.88
363,111,249301.97
2435,101,249285.22
9580,105,249279.67
4939,93,249272.48
5694,102,249269.77
3937,101,249265.31
9118,115,249240.32
105,101,249238.09
6981,105,249234.99
6280,108,249234.52
3231,99,249227.58
288,103,249226.95
6739,110,249220.01
1142,103,249198.09
3045,108,249191.69
6932,98,249166.74
5496,109,249134.64
2254,109,249131.77
4177,109,249119.17
8039,109,249110.78
4881,105,249108.94
3420,118,249100.28
1333,107,249091.69
930,106,249088.41
7934,115,249086.61
7201,105,249075.38
3312,106,249074.97
